[DEBUG] 2021-02-15 12:07:37.471 [% t] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-15 12:07:37.480 [% t] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-15 12:07:37.485 [% t] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-15 12:07:37.592 [% t] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-15 12:07:37.594 [% t] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-15 12:07:37.799 [% t] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-15 12:07:37.801 [% t] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-15 12:07:37.804 [% t] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-15 12:07:38.059 [% t] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-15 12:07:38.076 [% t] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-15 12:07:38.078 [% t] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-02-15 12:07:38.313 [% t] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@61f80d55
[DEBUG] 2021-02-15 12:07:38.313 [% t] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@7c2312fa
[DEBUG] 2021-02-15 12:07:38.313 [% t] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@7c2312fa
[DEBUG] 2021-02-15 12:07:38.314 [% t] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@40298285
[DEBUG] 2021-02-15 12:07:38.314 [% t] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@40298285
[DEBUG] 2021-02-15 12:07:38.314 [% t] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@6482eef
[DEBUG] 2021-02-15 12:07:38.315 [% t] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@2bef09c0
[DEBUG] 2021-02-15 12:07:38.315 [% t] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@2bef09c0
[DEBUG] 2021-02-15 12:07:38.315 [% t] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@2bef09c0
[DEBUG] 2021-02-15 12:07:38.316 [% t] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@69e49a81
[DEBUG] 2021-02-15 12:07:38.316 [% t] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@69e49a81
[DEBUG] 2021-02-15 12:07:38.316 [% t] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@69e49a81
[DEBUG] 2021-02-15 12:07:38.317 [% t] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@1b7cae6f
[DEBUG] 2021-02-15 12:07:38.317 [% t] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@e3994ef
[DEBUG] 2021-02-15 12:07:38.318 [% t] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@418c020b
[DEBUG] 2021-02-15 12:07:38.318 [% t] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@418c020b
[DEBUG] 2021-02-15 12:07:38.318 [% t] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@418c020b
[DEBUG] 2021-02-15 12:07:38.319 [% t] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@62566842
[DEBUG] 2021-02-15 12:07:38.319 [% t] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@62566842
[DEBUG] 2021-02-15 12:07:38.319 [% t] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@62566842
[DEBUG] 2021-02-15 12:07:38.319 [% t] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@5edf2821
[DEBUG] 2021-02-15 12:07:38.320 [% t] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@11bd803
[DEBUG] 2021-02-15 12:07:38.321 [% t] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@7f572c37
[DEBUG] 2021-02-15 12:07:38.321 [% t] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@7f572c37
[DEBUG] 2021-02-15 12:07:38.322 [% t] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@5445f5ba
[DEBUG] 2021-02-15 12:07:38.323 [% t] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@62628e78
[DEBUG] 2021-02-15 12:07:38.323 [% t] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@62628e78
[DEBUG] 2021-02-15 12:07:38.324 [% t] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@4df39a88
[DEBUG] 2021-02-15 12:07:38.324 [% t] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@4df39a88
[DEBUG] 2021-02-15 12:07:38.325 [% t] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@60acd609
[DEBUG] 2021-02-15 12:07:38.325 [% t] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@598260a6
[DEBUG] 2021-02-15 12:07:38.326 [% t] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@55ec556
[DEBUG] 2021-02-15 12:07:38.329 [% t] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@167279d1
[DEBUG] 2021-02-15 12:07:38.329 [% t] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@167279d1
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@c1fa7d4
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@7a93b263
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@35178483
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@bd1111a
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@7a8136b3
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@1de6932a
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@14dc3f89
[DEBUG] 2021-02-15 12:07:38.330 [% t] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@1706a5c9
[DEBUG] 2021-02-15 12:07:38.372 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2021-02-15 12:07:38.374 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2021-02-15 12:07:38.375 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-02-15 12:07:38.375 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-02-15 12:07:38.376 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2021-02-15 12:07:38.377 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2021-02-15 12:07:38.378 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2021-02-15 12:07:38.379 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-02-15 12:07:38.380 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2021-02-15 12:07:38.380 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2021-02-15 12:07:38.381 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2021-02-15 12:07:38.381 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2021-02-15 12:07:38.381 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-02-15 12:07:38.382 [% t] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2021-02-15 12:07:38.387 [% t] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/test_bgr
[INFO ] 2021-02-15 12:07:38.387 [% t] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2021-02-15 12:07:38.387 [% t] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2021-02-15 12:07:38.496 [% t] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2021-02-15 12:07:39.079 [% t] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.23
      major : 8
      minor : 0
[DEBUG] 2021-02-15 12:07:39.079 [% t] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.23 (Revision: 18bbd5e68195d0da083cbd5bd0d05d76320df7cd)
      major : 8
      minor : 0
[DEBUG] 2021-02-15 12:07:39.081 [% t] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2021-02-15 12:07:39.108 [% t] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2021-02-15 12:07:39.127 [% t] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2021-02-15 12:07:39.176 [% t] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2021-02-15 12:07:39.213 [% t] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2021-02-15 12:07:39.217 [% t] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@38eb0f4d] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@437486cd]
[DEBUG] 2021-02-15 12:07:39.287 [% t] AnnotationBinder - Binding entity from annotated class: com.kevinleader.bgr.entity.User
[DEBUG] 2021-02-15 12:07:39.312 [% t] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2021-02-15 12:07:39.317 [% t] EntityBinder - Import with entity name User
[DEBUG] 2021-02-15 12:07:39.319 [% t] EntityBinder - Bind entity com.kevinleader.bgr.entity.User on table user
[DEBUG] 2021-02-15 12:07:39.340 [% t] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 12:07:39.343 [% t] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2021-02-15 12:07:39.345 [% t] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.kevinleader.bgr.entity.User:id]
[DEBUG] 2021-02-15 12:07:39.346 [% t] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2021-02-15 12:07:39.348 [% t] PropertyBinder - Building property id
[DEBUG] 2021-02-15 12:07:39.352 [% t] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2021-02-15 12:07:39.353 [% t] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=email, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 12:07:39.353 [% t] PropertyBinder - MetadataSourceProcessor property email with lazy=false
[DEBUG] 2021-02-15 12:07:39.353 [% t] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.kevinleader.bgr.entity.User:email]
[DEBUG] 2021-02-15 12:07:39.353 [% t] SimpleValueBinder - building SimpleValue for email
[DEBUG] 2021-02-15 12:07:39.353 [% t] PropertyBinder - Building property email
[DEBUG] 2021-02-15 12:07:39.353 [% t] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 12:07:39.353 [% t] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2021-02-15 12:07:39.353 [% t] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.kevinleader.bgr.entity.User:password]
[DEBUG] 2021-02-15 12:07:39.353 [% t] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2021-02-15 12:07:39.353 [% t] PropertyBinder - Building property password
[DEBUG] 2021-02-15 12:07:39.354 [% t] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 12:07:39.354 [% t] PropertyBinder - MetadataSourceProcessor property userName with lazy=false
[DEBUG] 2021-02-15 12:07:39.354 [% t] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.kevinleader.bgr.entity.User:userName]
[DEBUG] 2021-02-15 12:07:39.354 [% t] SimpleValueBinder - building SimpleValue for userName
[DEBUG] 2021-02-15 12:07:39.354 [% t] PropertyBinder - Building property userName
[DEBUG] 2021-02-15 12:07:39.356 [% t] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2021-02-15 12:07:39.356 [% t] SimpleValueBinder - Starting fillSimpleValue for email
[DEBUG] 2021-02-15 12:07:39.356 [% t] SimpleValueBinder - Starting fillSimpleValue for password
[DEBUG] 2021-02-15 12:07:39.356 [% t] SimpleValueBinder - Starting fillSimpleValue for userName
